3.94	2.83	2.96	3.73	4.20	3.67	4.74	5.01	3.80	4.36	3.90	5.88	1.75	3.70	3.58	12.23	14.55	13.86	13.77	12.25	14.16	9.86	10.75	10.88	10.68	5.55	6.47	7.99	7.27	5.57	8.46	9.12	9.65	6.30	9.80	4.40	1.74	4.42	0.00	3.28	4.46	3.38	4.32	1.68	1.63	7.95	7.61	8.76	8.82	12.84	3.46
7.16	6.86	6.98	7.44	7.43	7.70	6.55	6.82	7.11	8.13	7.83	9.11	5.77	7.64	5.52	14.56	16.87	16.19	16.10	14.58	16.49	12.19	13.08	13.06	12.87	7.41	8.31	9.82	9.11	7.38	10.30	10.93	11.46	8.14	11.61	4.43	4.61	2.11	4.86	0.00	4.49	4.27	4.35	4.43	3.48	10.12	9.42	11.18	11.24	15.54	7.48
4.90	3.79	3.91	4.68	5.16	4.63	6.00	6.28	4.75	5.32	4.86	6.84	2.71	4.66	4.56	13.19	15.50	14.82	14.73	13.21	15.11	10.82	11.70	11.83	11.64	6.87	7.43	8.94	8.22	6.84	9.42	10.38	10.92	7.26	11.07	0.19	1.55	1.43	1.80	3.88	0.00	3.41	0.84	2.32	2.61	8.91	8.88	9.72	9.78	13.79	4.42
4.55	3.45	3.57	4.34	4.81	4.29	5.66	5.93	4.41	4.98	4.51	6.50	2.37	4.32	4.22	12.21	14.52	13.84	13.74	12.22	14.13	9.84	10.72	11.49	11.30	6.52	7.08	8.60	7.88	6.49	9.08	10.04	10.57	6.91	10.72	1.02	1.20	1.04	1.46	3.54	1.09	0.00	0.94	1.98	2.27	8.56	8.53	9.38	9.44	13.45	4.07
4.06	2.95	3.08	3.85	4.32	3.79	5.17	5.44	3.92	4.48	4.02	6.00	1.87	3.82	3.73	12.35	14.66	13.98	13.89	12.37	14.28	9.98	10.87	11.00	10.80	6.03	6.59	8.10	7.39	6.00	8.58	9.54	10.08	6.42	10.23	0.53	0.71	0.88	0.96	3.04	0.40	2.58	0.00	1.49	1.78	8.07	8.04	8.88	8.94	12.96	3.58
4.77	3.98	4.10	5.05	5.03	5.31	4.16	4.43	3.67	5.51	5.07	6.72	2.93	4.88	3.03	13.40	15.72	15.04	14.94	13.42	15.33	11.04	11.92	10.67	10.47	5.02	5.92	7.43	6.71	4.99	7.91	8.53	9.07	5.75	9.22	5.57	2.74	5.59	1.67	3.24	5.64	4.55	5.49	0.00	1.07	7.72	7.03	8.79	8.85	13.15	4.60
4.48	3.66	3.79	4.77	4.75	4.50	3.87	4.14	3.36	5.19	4.76	6.43	2.61	4.56	2.71	13.09	15.41	14.73	14.63	13.11	15.02	10.72	11.61	10.38	10.19	4.75	5.65	7.17	6.45	4.70	7.65	8.25	8.78	5.48	8.94	5.26	2.43	5.28	1.35	2.93	5.32	4.24	5.18	1.33	0.00	7.44	6.74	8.50	8.56	12.86	4.29
4.64	6.94	7.06	5.69	4.91	4.95	4.03	4.30	6.41	6.43	6.85	4.80	7.39	6.13	5.78	7.14	9.45	8.77	8.68	7.16	9.06	9.05	5.56	4.84	4.65	6.49	7.41	7.95	5.73	4.17	7.10	3.58	3.41	5.45	5.45	10.04	10.22	10.06	7.90	9.84	10.10	9.01	9.95	7.81	8.35	0.00	2.75	1.41	1.48	5.49	5.57
3.56	5.44	5.56	4.15	2.61	3.40	2.94	3.21	5.32	4.93	4.75	3.26	5.89	5.19	4.70	7.08	9.40	8.72	8.62	7.10	9.01	8.14	5.51	4.79	4.60	5.40	6.33	6.86	4.65	3.08	6.02	3.98	4.30	4.36	6.25	8.53	8.72	8.55	6.81	8.75	8.60	7.51	8.45	6.72	7.26	1.25	0.00	2.31	2.37	6.39	4.03
6.03	7.15	7.28	6.11	6.30	5.37	6.22	6.49	8.14	6.65	7.06	5.22	7.60	6.35	7.97	5.72	8.03	7.35	7.26	5.74	7.65	9.27	4.14	3.42	3.23	7.88	8.80	10.14	7.93	6.36	9.30	6.24	6.08	7.64	7.64	10.25	10.43	10.27	10.68	12.03	10.31	9.23	10.17	10.00	10.54	2.67	3.73	0.00	0.08	7.06	6.00
5.96	7.08	7.20	6.04	6.22	5.29	6.14	6.42	8.06	6.57	6.99	5.15	7.53	6.27	7.90	5.64	7.96	7.28	7.18	5.66	7.57	9.19	4.06	3.35	3.15	7.80	8.73	10.07	7.85	6.28	9.22	6.16	6.00	7.56	7.56	10.17	10.36	10.19	10.61	11.96	10.24	9.15	10.09	9.93	10.46	2.60	3.66	2.91	0.00	6.98	5.92
7.68	8.72	8.84	7.47	7.95	6.73	7.07	7.34	9.45	8.22	8.63	6.58	9.17	7.91	8.82	7.80	10.11	9.43	9.34	7.82	9.72	10.83	6.22	6.63	6.43	9.53	10.45	10.99	8.77	7.20	10.14	5.50	5.33	8.48	8.49	11.82	12.00	11.84	10.93	12.88	11.88	10.79	11.73	10.85	11.38	4.24	5.09	3.20	3.26	0.00	7.35
2.97	1.86	1.99	3.19	3.23	2.71	4.04	4.31	2.85	1.36	1.17	3.55	2.31	1.35	4.31	7.96	10.27	9.59	9.50	7.98	9.89	7.90	6.38	8.21	8.01	4.60	5.52	7.04	6.32	4.94	7.52	8.49	8.33	5.35	8.86	4.96	5.14	4.98	5.39	6.00	5.02	3.94	4.88	4.41	4.35	5.28	6.21	6.09	6.15	10.17	0.00
